movieId,title,genres,userId,movieId.1,rating
29.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1.0,527.0,5.0
30.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1.0,543.0,4.0
31.0,Dangerous Minds (1995),Drama,1.0,552.0,4.0
32.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1.0,553.0,5.0
34.0,Babe (1995),Children|Drama,1.0,590.0,4.0
36.0,Dead Man Walking (1995),Crime|Drama,1.0,592.0,4.0
38.0,It Takes Two (1995),Children|Comedy,1.0,593.0,4.0
39.0,Clueless (1995),Comedy|Romance,1.0,596.0,5.0
40.0,"Cry, the Beloved Country (1995)",Drama,1.0,608.0,5.0
41.0,Richard III (1995),Drama|War,1.0,648.0,3.0
42.0,Dead Presidents (1995),Action|Crime|Drama,1.0,661.0,5.0
43.0,Restoration (1995),Drama,1.0,673.0,3.0
44.0,Mortal Kombat (1995),Action|Adventure|Fantasy,1.0,733.0,4.0
45.0,To Die For (1995),Comedy|Drama|Thriller,1.0,736.0,3.0
46.0,How to Make an American Quilt (1995),Drama|Romance,1.0,780.0,3.0
47.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1.0,804.0,4.0
48.0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1.0,919.0,5.0
49.0,When Night Is Falling (1995),Drama|Romance,1.0,923.0,5.0
50.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1.0,940.0,5.0
52.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,1.0,943.0,4.0
53.0,Lamerica (1994),Adventure|Drama,1.0,954.0,5.0
54.0,"Big Green, The (1995)",Children|Comedy,1.0,1009.0,3.0
55.0,Georgia (1995),Drama,1.0,1023.0,5.0
57.0,Home for the Holidays (1995),Drama,1.0,1024.0,5.0
58.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1.0,1025.0,5.0
60.0,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1.0,1029.0,5.0
61.0,Eye for an Eye (1996),Drama|Thriller,1.0,1030.0,3.0
62.0,Mr. Holland's Opus (1995),Drama,1.0,1031.0,5.0
63.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1.0,1032.0,5.0
64.0,Two if by Sea (1996),Comedy|Romance,1.0,1042.0,4.0
65.0,Bio-Dome (1996),Comedy,1.0,1049.0,5.0
66.0,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1.0,1060.0,4.0
68.0,French Twist (Gazon maudit) (1995),Comedy|Romance,1.0,1073.0,5.0
69.0,Friday (1995),Comedy,1.0,1080.0,5.0
70.0,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1.0,1089.0,5.0
71.0,Fair Game (1995),Action,1.0,1090.0,4.0
72.0,Kicking and Screaming (1995),Comedy|Drama,1.0,1092.0,5.0
73.0,"Misérables, Les (1995)",Drama|War,1.0,1097.0,5.0
74.0,Bed of Roses (1996),Drama|Romance,1.0,1127.0,4.0
75.0,Big Bully (1996),Comedy|Drama,1.0,1136.0,5.0
76.0,Screamers (1995),Action|Sci-Fi|Thriller,1.0,1196.0,5.0
77.0,Nico Icon (1995),Documentary,1.0,1197.0,5.0
78.0,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1.0,1198.0,5.0
79.0,"Juror, The (1996)",Drama|Thriller,1.0,1206.0,5.0
80.0,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1.0,1208.0,4.0
81.0,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1.0,1210.0,5.0
82.0,Antonia's Line (Antonia) (1995),Comedy|Drama,1.0,1213.0,5.0
83.0,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1.0,1214.0,4.0
85.0,Angels and Insects (1995),Drama|Romance,1.0,1219.0,2.0
86.0,White Squall (1996),Action|Adventure|Drama,1.0,1220.0,5.0
87.0,Dunston Checks In (1996),Children|Comedy,1.0,1222.0,5.0
88.0,Black Sheep (1996),Comedy,1.0,1224.0,5.0
89.0,Nick of Time (1995),Action|Thriller,1.0,1226.0,5.0
92.0,Mary Reilly (1996),Drama|Horror|Thriller,1.0,1240.0,5.0
93.0,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1.0,1256.0,5.0
94.0,Beautiful Girls (1996),Comedy|Drama|Romance,1.0,1258.0,3.0
95.0,Broken Arrow (1996),Action|Adventure|Thriller,1.0,1265.0,4.0
96.0,In the Bleak Midwinter (1995),Comedy|Drama,1.0,1270.0,5.0
97.0,"Hate (Haine, La) (1995)",Crime|Drama,1.0,1275.0,5.0
99.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,1.0,1278.0,5.0
100.0,City Hall (1996),Drama|Thriller,1.0,1282.0,5.0
101.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1.0,1291.0,5.0
102.0,Mr. Wrong (1996),Comedy,1.0,1298.0,5.0
103.0,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1.0,1348.0,4.0
104.0,Happy Gilmore (1996),Comedy,1.0,1377.0,3.0
105.0,"Bridges of Madison County, The (1995)",Drama|Romance,1.0,1396.0,3.0
106.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1.0,1408.0,3.0
107.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1.0,1445.0,3.0
108.0,Catwalk (1996),Documentary,1.0,1473.0,4.0
110.0,Braveheart (1995),Action|Drama|War,1.0,1500.0,4.0
111.0,Taxi Driver (1976),Crime|Drama|Thriller,1.0,1517.0,5.0
112.0,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1.0,1552.0,4.0
113.0,Before and After (1996),Drama|Mystery,1.0,1573.0,5.0
116.0,Anne Frank Remembered (1995),Documentary,1.0,1580.0,3.0
117.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1.0,1587.0,5.0
118.0,If Lucy Fell (1996),Comedy|Romance,1.0,1617.0,5.0
119.0,"Steal Big, Steal Little (1995)",Comedy,1.0,1620.0,4.0
121.0,"Boys of St. Vincent, The (1992)",Drama,1.0,1625.0,5.0
122.0,Boomerang (1992),Comedy|Romance,1.0,1644.0,3.0
123.0,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1.0,1676.0,3.0
125.0,Flirting With Disaster (1996),Comedy,1.0,1732.0,5.0
126.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1.0,1777.0,4.0
128.0,Jupiter's Wife (1994),Documentary,1.0,1793.0,4.0
129.0,Pie in the Sky (1996),Comedy|Romance,1.0,1804.0,5.0
132.0,Jade (1995),Thriller,1.0,1805.0,4.0
135.0,Down Periscope (1996),Comedy,1.0,1920.0,4.0
137.0,Man of the Year (1995),Documentary,1.0,1927.0,5.0
140.0,Up Close and Personal (1996),Drama|Romance,1.0,1954.0,5.0
141.0,"Birdcage, The (1996)",Comedy,1.0,1967.0,4.0
144.0,"Brothers McMullen, The (1995)",Comedy,1.0,2000.0,4.0
145.0,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1.0,2005.0,5.0
146.0,"Amazing Panda Adventure, The (1995)",Adventure|Children,1.0,2012.0,4.0
147.0,"Basketball Diaries, The (1995)",Drama,1.0,2018.0,5.0
148.0,"Awfully Big Adventure, An (1995)",Drama,1.0,2028.0,4.0
149.0,Amateur (1994),Crime|Drama|Thriller,1.0,2033.0,5.0
150.0,Apollo 13 (1995),Adventure|Drama|IMAX,1.0,2046.0,4.0
151.0,Rob Roy (1995),Action|Drama|Romance|War,1.0,2048.0,5.0
152.0,"Addiction, The (1995)",Drama|Horror,1.0,2054.0,4.0
153.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,1.0,2058.0,5.0
154.0,Beauty of the Day (Belle de jour) (1967),Drama,1.0,2078.0,5.0
155.0,Beyond Rangoon (1995),Adventure|Drama|War,1.0,2090.0,5.0
156.0,Blue in the Face (1995),Comedy|Drama,1.0,2093.0,3.0
157.0,Canadian Bacon (1995),Comedy|War,1.0,2094.0,5.0
158.0,Casper (1995),Adventure|Children,1.0,2096.0,4.0
159.0,Clockers (1995),Crime|Drama|Mystery,1.0,2099.0,4.0
160.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1.0,2105.0,4.0
161.0,Crimson Tide (1995),Drama|Thriller|War,1.0,2115.0,5.0
162.0,Crumb (1994),Documentary,1.0,2116.0,5.0
163.0,Desperado (1995),Action|Romance|Western,1.0,2137.0,5.0
164.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1.0,2139.0,5.0
165.0,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1.0,2141.0,5.0
166.0,"Doom Generation, The (1995)",Comedy|Crime|Drama,1.0,2143.0,4.0
168.0,First Knight (1995),Action|Drama|Romance,1.0,2161.0,5.0
169.0,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1.0,2174.0,4.0
170.0,Hackers (1995),Action|Adventure|Crime|Thriller,1.0,2193.0,4.0
171.0,Jeffrey (1995),Comedy|Drama,1.0,2253.0,2.0
172.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1.0,2268.0,4.0
173.0,Judge Dredd (1995),Action|Crime|Sci-Fi,1.0,2273.0,4.0
174.0,Jury Duty (1995),Comedy,1.0,2291.0,5.0
175.0,Kids (1995),Drama,1.0,2329.0,5.0
176.0,Living in Oblivion (1995),Comedy,1.0,2338.0,2.0
177.0,Lord of Illusions (1995),Horror,1.0,2353.0,5.0
178.0,Love & Human Remains (1993),Comedy|Drama,1.0,2366.0,4.0
179.0,Mad Love (1995),Drama|Romance,1.0,2387.0,5.0
180.0,Mallrats (1995),Comedy|Romance,1.0,2389.0,2.0
181.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.0,2395.0,5.0
183.0,Mute Witness (1994),Comedy|Horror|Thriller,1.0,2406.0,4.0
184.0,Nadja (1994),Drama,1.0,2414.0,3.0
185.0,"Net, The (1995)",Action|Crime|Thriller,1.0,2427.0,5.0
186.0,Nine Months (1995),Comedy|Romance,1.0,2450.0,4.0
187.0,Party Girl (1995),Comedy,1.0,2459.0,5.0
188.0,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1.0,2470.0,5.0
189.0,Reckless (1995),Comedy|Fantasy,1.0,2478.0,4.0
190.0,Safe (1995),Thriller,1.0,2492.0,4.0
191.0,"Scarlet Letter, The (1995)",Drama|Romance,1.0,2502.0,5.0
193.0,Showgirls (1995),Drama,1.0,2528.0,3.0
194.0,Smoke (1995),Comedy|Drama,1.0,2529.0,5.0
195.0,Something to Talk About (1995),Comedy|Drama|Romance,1.0,2542.0,5.0
196.0,Species (1995),Horror|Sci-Fi,1.0,2571.0,5.0
198.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1.0,2580.0,5.0
199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1.0,2596.0,5.0
201.0,Three Wishes (1995),Drama|Fantasy,1.0,2616.0,4.0
202.0,Total Eclipse (1995),Drama|Romance,1.0,2617.0,2.0
203.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1.0,2628.0,4.0
204.0,Under Siege 2: Dark Territory (1995),Action,1.0,2640.0,4.0
205.0,Unstrung Heroes (1995),Comedy|Drama,1.0,2641.0,5.0
206.0,Unzipped (1995),Documentary,1.0,2644.0,4.0
207.0,"Walk in the Clouds, A (1995)",Drama|Romance,1.0,2648.0,4.0
208.0,Waterworld (1995),Action|Adventure|Sci-Fi,1.0,2654.0,5.0
209.0,White Man's Burden (1995),Drama,1.0,2657.0,3.0
210.0,Wild Bill (1995),Western,1.0,2692.0,5.0
211.0,"Browning Version, The (1994)",Drama,1.0,2700.0,5.0
212.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1.0,2716.0,5.0
213.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1.0,2761.0,5.0
214.0,Before the Rain (Pred dozhdot) (1994),Drama|War,1.0,2797.0,4.0
215.0,Before Sunrise (1995),Drama|Romance,1.0,2826.0,4.0
216.0,Billy Madison (1995),Comedy,1.0,2858.0,5.0
217.0,"Babysitter, The (1995)",Drama|Thriller,1.0,2872.0,5.0
218.0,Boys on the Side (1995),Comedy|Drama,1.0,2899.0,5.0
219.0,"Cure, The (1995)",Drama,1.0,2916.0,4.0
220.0,Castle Freak (1995),Horror,1.0,2944.0,5.0
222.0,Circle of Friends (1995),Drama|Romance,1.0,2947.0,5.0
223.0,Clerks (1994),Comedy,1.0,2948.0,5.0
224.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,1.0,2949.0,5.0
225.0,Disclosure (1994),Drama|Thriller,1.0,2959.0,5.0
227.0,Drop Zone (1994),Action|Thriller,1.0,2985.0,4.0
228.0,Destiny Turns on the Radio (1995),Comedy,1.0,2987.0,5.0
229.0,Death and the Maiden (1994),Drama|Thriller,1.0,2991.0,5.0
230.0,Dolores Claiborne (1995),Drama|Thriller,1.0,2993.0,5.0
231.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1.0,2997.0,4.0
232.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1.0,3033.0,5.0
233.0,Exotica (1994),Drama,1.0,3034.0,5.0
234.0,Exit to Eden (1994),Comedy,1.0,3052.0,5.0
235.0,Ed Wood (1994),Comedy|Drama,1.0,3053.0,5.0
236.0,French Kiss (1995),Action|Comedy|Romance,1.0,3062.0,4.0
237.0,Forget Paris (1995),Comedy|Romance,1.0,3147.0,5.0
238.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1.0,3168.0,4.0
239.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1.0,3176.0,1.0
240.0,Hideaway (1995),Thriller,1.0,3243.0,3.0
241.0,Fluke (1995),Children|Drama,1.0,3247.0,3.0
242.0,Farinelli: il castrato (1994),Drama|Musical,1.0,3253.0,5.0
243.0,Gordy (1995),Children|Comedy|Fantasy,1.0,3273.0,5.0
246.0,Hoop Dreams (1994),Documentary,1.0,3386.0,5.0
247.0,Heavenly Creatures (1994),Crime|Drama,1.0,3439.0,4.0
248.0,Houseguest (1994),Comedy,1.0,3440.0,4.0
249.0,Immortal Beloved (1994),Drama|Romance,1.0,3441.0,5.0
250.0,Heavyweights (Heavy Weights) (1995),Children|Comedy,1.0,3448.0,5.0
251.0,"Hunted, The (1995)",Action,1.0,3450.0,5.0
252.0,I.Q. (1994),Comedy|Romance,1.0,3479.0,4.0
253.0,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1.0,3489.0,4.0
254.0,Jefferson in Paris (1995),Drama,1.0,3527.0,4.0
255.0,"Jerky Boys, The (1995)",Comedy,1.0,3578.0,5.0
256.0,Junior (1994),Comedy|Sci-Fi,1.0,3617.0,4.0
257.0,Just Cause (1995),Mystery|Thriller,1.0,3639.0,4.0
258.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1.0,3671.0,5.0
259.0,Kiss of Death (1995),Crime|Drama|Thriller,1.0,3702.0,5.0
260.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1.0,3703.0,5.0
261.0,Little Women (1994),Drama,1.0,3729.0,5.0
262.0,"Little Princess, A (1995)",Children|Drama,1.0,3740.0,4.0
263.0,Ladybird Ladybird (1994),Drama,1.0,3744.0,4.0
265.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1.0,3793.0,5.0
266.0,Legends of the Fall (1994),Drama|Romance|War|Western,1.0,3809.0,4.0
267.0,Major Payne (1995),Comedy,1.0,4006.0,4.0
269.0,My Crazy Life (Mi vida loca) (1993),Drama,1.0,5060.0,5.0
270.0,Love Affair (1994),Drama|Romance,2.0,318.0,3.0
271.0,Losing Isaiah (1995),Drama,2.0,333.0,4.0
272.0,"Madness of King George, The (1994)",Comedy|Drama,2.0,1704.0,4.5
273.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,2.0,3578.0,4.0
274.0,Man of the House (1995),Comedy,2.0,6874.0,4.0
275.0,Mixed Nuts (1994),Comedy,2.0,8798.0,3.5
276.0,Milk Money (1994),Comedy|Romance,2.0,46970.0,4.0
277.0,Miracle on 34th Street (1994),Drama,2.0,48516.0,4.0
278.0,Miami Rhapsody (1995),Comedy,2.0,58559.0,4.5
279.0,My Family (1995),Drama,2.0,60756.0,5.0
280.0,Murder in the First (1995),Drama|Thriller,2.0,68157.0,4.5
281.0,Nobody's Fool (1994),Comedy|Drama|Romance,2.0,71535.0,3.0
282.0,Nell (1994),Drama,2.0,74458.0,4.0
283.0,New Jersey Drive (1995),Crime|Drama,2.0,77455.0,3.0
284.0,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,2.0,79132.0,4.0
285.0,Beyond Bedlam (1993),Drama|Horror,2.0,80489.0,4.5
287.0,Nina Takes a Lover (1994),Comedy|Romance,2.0,80906.0,5.0
288.0,Natural Born Killers (1994),Action|Crime|Thriller,2.0,86345.0,4.0
289.0,Only You (1994),Comedy|Romance,2.0,89774.0,5.0
290.0,Once Were Warriors (1994),Crime|Drama,2.0,91529.0,3.5
291.0,Poison Ivy II (1996),Drama|Thriller,2.0,91658.0,2.5
292.0,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,2.0,99114.0,3.5
293.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,2.0,106782.0,5.0
294.0,"Perez Family, The (1995)",Comedy|Romance,2.0,109487.0,3.0
295.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.0,112552.0,4.0
296.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,2.0,114060.0,2.0
298.0,Pushing Hands (Tui shou) (1992),Drama,2.0,115713.0,3.5
299.0,Priest (1994),Drama,2.0,122882.0,5.0
300.0,Quiz Show (1994),Drama,2.0,131724.0,5.0
301.0,Picture Bride (Bijo photo) (1994),Drama|Romance,3.0,31.0,0.5
302.0,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.0,527.0,0.5
303.0,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.0,647.0,0.5
304.0,Roommates (1995),Comedy|Drama,3.0,688.0,0.5
305.0,Ready to Wear (Pret-A-Porter) (1994),Comedy,3.0,720.0,0.5
306.0,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,3.0,849.0,5.0
307.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.0,914.0,0.5
308.0,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.0,1093.0,0.5
310.0,Rent-a-Kid (1995),Comedy,3.0,1124.0,0.5
311.0,Relative Fear (1994),Horror|Thriller,3.0,1263.0,0.5
312.0,Stuart Saves His Family (1995),Comedy,3.0,1272.0,0.5
313.0,"Swan Princess, The (1994)",Animation|Children,3.0,1275.0,3.5
314.0,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.0,1302.0,0.5
315.0,"Specialist, The (1994)",Action|Drama|Thriller,3.0,1371.0,3.0
316.0,Stargate (1994),Action|Adventure|Sci-Fi,3.0,1587.0,4.5
317.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.0,2018.0,0.5
318.0,"Shawshank Redemption, The (1994)",Crime|Drama,3.0,2080.0,0.5
319.0,Shallow Grave (1994),Comedy|Drama|Thriller,3.0,2090.0,0.5
320.0,Suture (1993),Film-Noir|Thriller,3.0,2105.0,2.0
321.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.0,2288.0,4.0
322.0,Swimming with Sharks (1995),Comedy|Drama,3.0,2424.0,0.5
324.0,"Sum of Us, The (1994)",Comedy|Drama,3.0,2851.0,5.0
325.0,National Lampoon's Senior Trip (1995),Comedy,3.0,3024.0,4.5
326.0,To Live (Huozhe) (1994),Drama,3.0,3210.0,0.5
327.0,Tank Girl (1995),Action|Comedy|Sci-Fi,3.0,3703.0,5.0
328.0,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.0,3949.0,0.5
329.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.0,4518.0,5.0
330.0,Tales from the Hood (1995),Action|Crime|Horror,3.0,5048.0,0.5
331.0,Tom & Viv (1994),Drama,3.0,5181.0,5.0
332.0,Village of the Damned (1995),Horror|Sci-Fi,3.0,5746.0,5.0
333.0,Tommy Boy (1995),Comedy,3.0,5764.0,4.5
334.0,Vanya on 42nd Street (1994),Drama,3.0,5919.0,5.0
335.0,Underneath (1995),Mystery|Thriller,3.0,6238.0,0.5
336.0,"Walking Dead, The (1995)",Drama|War,3.0,6835.0,5.0
337.0,What's Eating Gilbert Grape (1993),Drama,3.0,7899.0,4.5
338.0,Virtuosity (1995),Action|Sci-Fi|Thriller,3.0,7991.0,5.0
339.0,While You Were Sleeping (1995),Comedy|Romance,3.0,26409.0,4.5
340.0,"War, The (1994)",Adventure|Drama|War,3.0,70946.0,5.0
341.0,Double Happiness (1994),Drama,3.0,72378.0,0.5
342.0,Muriel's Wedding (1994),Comedy,4.0,21.0,3.0
343.0,"Baby-Sitters Club, The (1995)",Children,4.0,32.0,2.0
344.0,Ace Ventura: Pet Detective (1994),Comedy,4.0,45.0,3.0
345.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,4.0,47.0,2.0
346.0,Backbeat (1993),Drama|Musical,4.0,52.0,3.0
347.0,Bitter Moon (1992),Drama|Film-Noir|Romance,4.0,58.0,3.0
348.0,Bullets Over Broadway (1994),Comedy,4.0,106.0,4.0
349.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,4.0,125.0,5.0
350.0,"Client, The (1994)",Drama|Mystery|Thriller,4.0,126.0,1.0
351.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance,4.0,162.0,5.0
352.0,Crooklyn (1994),Comedy|Drama,4.0,171.0,3.0
353.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,4.0,176.0,5.0
354.0,Cobb (1994),Drama,4.0,190.0,2.0
355.0,"Flintstones, The (1994)",Children|Comedy|Fantasy,4.0,215.0,5.0
356.0,Forrest Gump (1994),Comedy|Drama|Romance|War,4.0,222.0,1.0
357.0,Four Weddings and a Funeral (1994),Comedy|Romance,4.0,232.0,5.0
358.0,Higher Learning (1995),Drama,4.0,235.0,2.0
359.0,I Like It Like That (1994),Comedy|Drama|Romance,4.0,247.0,3.0
360.0,I Love Trouble (1994),Action|Comedy,4.0,260.0,5.0
361.0,It Could Happen to You (1994),Comedy|Drama|Romance,4.0,265.0,5.0
362.0,"Jungle Book, The (1994)",Adventure|Children|Romance,4.0,296.0,1.0
363.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4.0,319.0,5.0
364.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,4.0,342.0,5.0
365.0,Little Buddha (1993),Drama,4.0,345.0,4.0
366.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,4.0,348.0,4.0
367.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,4.0,351.0,3.0
368.0,Maverick (1994),Adventure|Comedy|Western,4.0,357.0,3.0
369.0,Mrs. Parker and the Vicious Circle (1994),Drama,4.0,368.0,4.0
370.0,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,4.0,417.0,2.0
371.0,"Paper, The (1994)",Comedy|Drama,4.0,441.0,1.0
372.0,Reality Bites (1994),Comedy|Drama|Romance,4.0,450.0,2.0
373.0,Red Rock West (1992),Thriller,4.0,457.0,5.0
374.0,Richie Rich (1994),Children|Comedy,4.0,475.0,5.0
376.0,"River Wild, The (1994)",Action|Thriller,4.0,492.0,5.0
377.0,Speed (1994),Action|Romance|Thriller,4.0,509.0,1.0
378.0,Speechless (1994),Comedy|Romance,4.0,538.0,5.0
379.0,Timecop (1994),Action|Sci-Fi|Thriller,4.0,539.0,1.0
380.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,4.0,553.0,2.0
381.0,When a Man Loves a Woman (1994),Drama|Romance,4.0,588.0,4.0
382.0,Wolf (1994),Drama|Horror|Romance|Thriller,4.0,593.0,5.0
383.0,Wyatt Earp (1994),Western,4.0,595.0,3.0
384.0,Bad Company (1995),Action|Crime|Drama,4.0,599.0,2.0
385.0,"Man of No Importance, A (1994)",Drama,4.0,608.0,5.0
386.0,S.F.W. (1994),Drama,4.0,648.0,3.0
387.0,"Low Down Dirty Shame, A (1994)",Action|Comedy,4.0,708.0,4.0
388.0,Boys Life (1995),Drama,4.0,759.0,3.0
389.0,"Colonel Chabert, Le (1994)",Drama|Romance|War,4.0,800.0,4.0
390.0,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,4.0,892.0,4.0
391.0,Jason's Lyric (1994),Crime|Drama,4.0,898.0,5.0
393.0,Street Fighter (1994),Action|Adventure|Fantasy,4.0,899.0,4.0
405.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,4.0,902.0,4.0
406.0,Federal Hill (1994),Drama,4.0,904.0,4.0
407.0,In the Mouth of Madness (1995),Horror|Thriller,4.0,908.0,5.0
408.0,8 Seconds (1994),Drama,4.0,910.0,5.0
